Link ID: _y1092, 出現回数: 99, 単位面積当りの出現回数: 110.00, vの平均: 0.80
Link ID: _y501, 出現回数: 88, 単位面積当りの出現回数: 1.81, vの平均: 0.90
Link ID: _y557, 出現回数: 695, 単位面積当りの出現回数: 1.79, vの平均: 0.48
Link ID: _y699, 出現回数: 74, 単位面積当りの出現回数: 1.78, vの平均: 0.99
Link ID: _y612, 出現回数: 127, 単位面積当りの出現回数: 1.76, vの平均: 0.83
Link ID: _y450, 出現回数: 154, 単位面積当りの出現回数: 1.76, vの平均: 0.62
Link ID: _y1139, 出現回数: 144, 単位面積当りの出現回数: 1.73, vの平均: 0.95
Link ID: _y929, 出現回数: 1317, 単位面積当りの出現回数: 1.73, vの平均: 0.92
Link ID: _y675, 出現回数: 474, 単位面積当りの出現回数: 1.73, vの平均: 0.64
Link ID: _y247, 出現回数: 7, 単位面積当りの出現回数: 1.73, vの平均: 0.28
Link ID: _y494, 出現回数: 572, 単位面積当りの出現回数: 1.72, vの平均: 0.80
Link ID: _y740, 出現回数: 457, 単位面積当りの出現回数: 1.72, vの平均: 0.64
Link ID: _y254, 出現回数: 20, 単位面積当りの出現回数: 1.72, vの平均: 0.40
Link ID: _y065, 出現回数: 166, 単位面積当りの出現回数: 1.72, vの平均: 0.91
Link ID: _y517, 出現回数: 401, 単位面積当りの出現回数: 1.65, vの平均: 0.87
Link ID: _y455, 出現回数: 613, 単位面積当りの出現回数: 1.64, vの平均: 0.75
Link ID: _y555, 出現回数: 740, 単位面積当りの出現回数: 1.64, vの平均: 0.55
Link ID: _y936, 出現回数: 631, 単位面積当りの出現回数: 1.64, vの平均: 0.98
Link ID: _y922, 出現回数: 131, 単位面積当りの出現回数: 1.59, vの平均: 0.50
Link ID: _y860, 出現回数: 935, 単位面積当りの出現回数: 1.57, vの平均: 0.96
Link ID: _y668, 出現回数: 237, 単位面積当りの出現回数: 1.53, vの平均: 1.02
Link ID: _y546, 出現回数: 197, 単位面積当りの出現回数: 1.52, vの平均: 1.01
Link ID: _y703, 出現回数: 452, 単位面積当りの出現回数: 1.50, vの平均: 0.73
Link ID: _y759, 出現回数: 404, 単位面積当りの出現回数: 1.49, vの平均: 0.99
Link ID: _y1191, 出現回数: 621, 単位面積当りの出現回数: 1.49, vの平均: 1.02
Link ID: _y1190, 出現回数: 702, 単位面積当りの出現回数: 1.46, vの平均: 0.88
Link ID: _y946, 出現回数: 671, 単位面積当りの出現回数: 1.45, vの平均: 0.96
Link ID: _y890, 出現回数: 850, 単位面積当りの出現回数: 1.43, vの平均: 0.79
Link ID: _y528, 出現回数: 1337, 単位面積当りの出現回数: 1.43, vの平均: 0.92
Link ID: _y919, 出現回数: 490, 単位面積当りの出現回数: 1.42, vの平均: 0.85
Link ID: _y186, 出現回数: 2208, 単位面積当りの出現回数: 1.41, vの平均: 0.74
Link ID: _y036, 出現回数: 406, 単位面積当りの出現回数: 1.40, vの平均: 1.01
Link ID: _y354, 出現回数: 532, 単位面積当りの出現回数: 1.40, vの平均: 1.02
Link ID: _y020, 出現回数: 251, 単位面積当りの出現回数: 1.39, vの平均: 0.63
Link ID: _y223, 出現回数: 466, 単位面積当りの出現回数: 1.38, vの平均: 1.02
Link ID: _y037, 出現回数: 489, 単位面積当りの出現回数: 1.38, vの平均: 1.02
Link ID: _y498, 出現回数: 201, 単位面積当りの出現回数: 1.36, vの平均: 0.78
Link ID: _y231, 出現回数: 347, 単位面積当りの出現回数: 1.35, vの平均: 0.64
Link ID: _y684, 出現回数: 144, 単位面積当りの出現回数: 1.34, vの平均: 0.78
Link ID: _y549, 出現回数: 175, 単位面積当りの出現回数: 1.33, vの平均: 0.63
Link ID: _y158, 出現回数: 527, 単位面積当りの出現回数: 1.32, vの平均: 1.00
Link ID: _y251, 出現回数: 24, 単位面積当りの出現回数: 1.28, vの平均: 0.42
Link ID: _y340, 出現回数: 79, 単位面積当りの出現回数: 1.28, vの平均: 0.65
Link ID: _y705, 出現回数: 262, 単位面積当りの出現回数: 1.27, vの平均: 0.80
Link ID: _y853, 出現回数: 180, 単位面積当りの出現回数: 1.25, vの平均: 0.71
Link ID: _y730, 出現回数: 114, 単位面積当りの出現回数: 1.22, vの平均: 0.97
Link ID: _y515, 出現回数: 107, 単位面積当りの出現回数: 1.22, vの平均: 0.90
Link ID: _y022, 出現回数: 144, 単位面積当りの出現回数: 1.20, vの平均: 0.96
Link ID: _y949, 出現回数: 48, 単位面積当りの出現回数: 1.20, vの平均: 0.44
Link ID: _y091, 出現回数: 336, 単位面積当りの出現回数: 1.18, vの平均: 1.00
Link ID: _y163, 出現回数: 232, 単位面積当りの出現回数: 1.18, vの平均: 0.84
Link ID: _y318, 出現回数: 337, 単位面積当りの出現回数: 1.18, vの平均: 0.61
Link ID: _y262, 出現回数: 663, 単位面積当りの出現回数: 1.18, vの平均: 0.81
Link ID: _y288, 出現回数: 496, 単位面積当りの出現回数: 1.15, vの平均: 0.82
Link ID: _y1182, 出現回数: 1277, 単位面積当りの出現回数: 1.14, vの平均: 0.94
Link ID: _y583, 出現回数: 354, 単位面積当りの出現回数: 1.13, vの平均: 1.02
Link ID: _y1127, 出現回数: 269, 単位面積当りの出現回数: 1.11, vの平均: 0.55
Link ID: _y989, 出現回数: 1, 単位面積当りの出現回数: 1.11, vの平均: 1.02
Link ID: _y1201, 出現回数: 1, 単位面積当りの出現回数: 1.11, vの平均: 1.02
Link ID: _y444, 出現回数: 492, 単位面積当りの出現回数: 1.11, vの平均: 1.01
Link ID: _y418, 出現回数: 87, 単位面積当りの出現回数: 1.10, vの平均: 0.70
Link ID: _y959, 出現回数: 89, 単位面積当りの出現回数: 1.08, vの平均: 0.71
Link ID: _y909, 出現回数: 883, 単位面積当りの出現回数: 1.08, vの平均: 0.96
Link ID: _y180, 出現回数: 280, 単位面積当りの出現回数: 1.08, vの平均: 0.83
Link ID: _y018, 出現回数: 162, 単位面積当りの出現回数: 1.08, vの平均: 0.88
Link ID: _y568, 出現回数: 781, 単位面積当りの出現回数: 1.07, vの平均: 0.94
Link ID: _y253, 出現回数: 7, 単位面積当りの出現回数: 1.07, vの平均: 0.43
Link ID: _y1111, 出現回数: 557, 単位面積当りの出現回数: 1.06, vの平均: 0.89
Link ID: _y917, 出現回数: 297, 単位面積当りの出現回数: 1.01, vの平均: 1.02
Link ID: _y648, 出現回数: 180, 単位面積当りの出現回数: 1.00, vの平均: 0.57
Link ID: _y772, 出現回数: 457, 単位面積当りの出現回数: 1.00, vの平均: 0.50
Link ID: _y484, 出現回数: 560, 単位面積当りの出現回数: 0.97, vの平均: 1.01
Link ID: _y852, 出現回数: 101, 単位面積当りの出現回数: 0.97, vの平均: 0.61
Link ID: _y1116, 出現回数: 39, 単位面積当りの出現回数: 0.97, vの平均: 0.42
Link ID: _y168, 出現回数: 168, 単位面積当りの出現回数: 0.94, vの平均: 0.90
Link ID: _y293, 出現回数: 271, 単位面積当りの出現回数: 0.94, vの平均: 0.91
Link ID: _y1122, 出現回数: 137, 単位面積当りの出現回数: 0.94, vの平均: 0.81
Link ID: _y208, 出現回数: 27, 単位面積当りの出現回数: 0.94, vの平均: 0.90
Link ID: _y309, 出現回数: 1126, 単位面積当りの出現回数: 0.93, vの平均: 0.82
Link ID: _y350, 出現回数: 64, 単位面積当りの出現回数: 0.93, vの平均: 1.02
Link ID: _y672, 出現回数: 46, 単位面積当りの出現回数: 0.92, vの平均: 0.84
Link ID: _y493, 出現回数: 93, 単位面積当りの出現回数: 0.88, vの平均: 0.51
Link ID: _y906, 出現回数: 265, 単位面積当りの出現回数: 0.84, vの平均: 1.00
Link ID: _y932, 出現回数: 1392, 単位面積当りの出現回数: 0.84, vの平均: 0.83
Link ID: _y945, 出現回数: 95, 単位面積当りの出現回数: 0.84, vの平均: 1.02
Link ID: _y1136, 出現回数: 226, 単位面積当りの出現回数: 0.82, vの平均: 0.85
Link ID: _y487, 出現回数: 829, 単位面積当りの出現回数: 0.80, vの平均: 0.83
Link ID: _y1113, 出現回数: 86, 単位面積当りの出現回数: 0.80, vの平均: 0.80
Link ID: _y383, 出現回数: 98, 単位面積当りの出現回数: 0.79, vの平均: 1.01
Link ID: _y453, 出現回数: 73, 単位面積当りの出現回数: 0.79, vの平均: 1.02
Link ID: _y442, 出現回数: 168, 単位面積当りの出現回数: 0.74, vの平均: 0.96
Link ID: _y394, 出現回数: 774, 単位面積当りの出現回数: 0.73, vの平均: 0.94
Link ID: _y779, 出現回数: 183, 単位面積当りの出現回数: 0.69, vの平均: 0.83
Link ID: _y541, 出現回数: 670, 単位面積当りの出現回数: 0.69, vの平均: 0.89
Link ID: _y300, 出現回数: 270, 単位面積当りの出現回数: 0.69, vの平均: 0.98
Link ID: _y588, 出現回数: 258, 単位面積当りの出現回数: 0.68, vの平均: 0.78
Link ID: _y437, 出現回数: 297, 単位面積当りの出現回数: 0.68, vの平均: 0.91
Link ID: _y934, 出現回数: 207, 単位面積当りの出現回数: 0.66, vの平均: 0.88
Link ID: _y072, 出現回数: 62, 単位面積当りの出現回数: 0.66, vの平均: 0.71
Link ID: _y754, 出現回数: 42, 単位面積当りの出現回数: 0.65, vの平均: 0.77
Link ID: _y677, 出現回数: 60, 単位面積当りの出現回数: 0.64, vの平均: 0.80
Link ID: _y280, 出現回数: 188, 単位面積当りの出現回数: 0.63, vの平均: 0.88
Link ID: _y514, 出現回数: 267, 単位面積当りの出現回数: 0.63, vの平均: 0.75
Link ID: _y248, 出現回数: 39, 単位面積当りの出現回数: 0.62, vの平均: 0.70
Link ID: _y238, 出現回数: 148, 単位面積当りの出現回数: 0.61, vの平均: 0.96
Link ID: _y785, 出現回数: 53, 単位面積当りの出現回数: 0.61, vの平均: 0.82
Link ID: _y360, 出現回数: 222, 単位面積当りの出現回数: 0.59, vの平均: 1.01
Link ID: _y751, 出現回数: 279, 単位面積当りの出現回数: 0.59, vの平均: 1.02
Link ID: _y161, 出現回数: 5, 単位面積当りの出現回数: 0.59, vの平均: 1.02
Link ID: _y452, 出現回数: 45, 単位面積当りの出現回数: 0.56, vの平均: 1.02
Link ID: _y447, 出現回数: 46, 単位面積当りの出現回数: 0.56, vの平均: 1.02
Link ID: _y613, 出現回数: 54, 単位面積当りの出現回数: 0.56, vの平均: 0.93
Link ID: _y667, 出現回数: 128, 単位面積当りの出現回数: 0.53, vの平均: 0.90
Link ID: _y507, 出現回数: 113, 単位面積当りの出現回数: 0.52, vの平均: 0.67
Link ID: _y164, 出現回数: 56, 単位面積当りの出現回数: 0.52, vの平均: 0.90
Link ID: _y624, 出現回数: 168, 単位面積当りの出現回数: 0.51, vの平均: 0.84
Link ID: _y674, 出現回数: 141, 単位面積当りの出現回数: 0.50, vの平均: 0.89
Link ID: _y625, 出現回数: 142, 単位面積当りの出現回数: 0.50, vの平均: 0.88
Link ID: _y297, 出現回数: 32, 単位面積当りの出現回数: 0.50, vの平均: 0.82
Link ID: _y732, 出現回数: 132, 単位面積当りの出現回数: 0.50, vの平均: 0.83
Link ID: _y955, 出現回数: 220, 単位面積当りの出現回数: 0.49, vの平均: 0.92
Link ID: _y472, 出現回数: 183, 単位面積当りの出現回数: 0.48, vの平均: 0.95
Link ID: _y1195, 出現回数: 196, 単位面積当りの出現回数: 0.48, vの平均: 0.92
Link ID: _y738, 出現回数: 281, 単位面積当りの出現回数: 0.47, vの平均: 0.86
Link ID: _y1134, 出現回数: 117, 単位面積当りの出現回数: 0.47, vの平均: 0.93
Link ID: _y023, 出現回数: 408, 単位面積当りの出現回数: 0.47, vの平均: 0.83
Link ID: _y947, 出現回数: 21, 単位面積当りの出現回数: 0.46, vの平均: 0.77
Link ID: _y579, 出現回数: 41, 単位面積当りの出現回数: 0.43, vの平均: 0.81
Link ID: _y244, 出現回数: 19, 単位面積当りの出現回数: 0.43, vの平均: 0.41
Link ID: _y317, 出現回数: 123, 単位面積当りの出現回数: 0.43, vの平均: 0.91
Link ID: _y454, 出現回数: 159, 単位面積当りの出現回数: 0.43, vの平均: 0.95
Link ID: _y477, 出現回数: 213, 単位面積当りの出現回数: 0.42, vの平均: 0.85
Link ID: _y069, 出現回数: 31, 単位面積当りの出現回数: 0.41, vの平均: 0.99
Link ID: _y485, 出現回数: 1376, 単位面積当りの出現回数: 0.40, vの平均: 0.98
Link ID: _y654, 出現回数: 77, 単位面積当りの出現回数: 0.40, vの平均: 0.90
Link ID: _y696, 出現回数: 194, 単位面積当りの出現回数: 0.40, vの平均: 0.94
Link ID: _y956, 出現回数: 371, 単位面積当りの出現回数: 0.39, vの平均: 0.89
Link ID: _y401, 出現回数: 43, 単位面積当りの出現回数: 0.39, vの平均: 0.81
Link ID: _y451, 出現回数: 25, 単位面積当りの出現回数: 0.39, vの平均: 0.93
Link ID: _y206, 出現回数: 11, 単位面積当りの出現回数: 0.38, vの平均: 0.74
Link ID: _y063, 出現回数: 10, 単位面積当りの出現回数: 0.38, vの平均: 1.02
Link ID: _y590, 出現回数: 101, 単位面積当りの出現回数: 0.38, vの平均: 0.86
Link ID: _y359, 出現回数: 102, 単位面積当りの出現回数: 0.37, vの平均: 0.83
Link ID: _y436, 出現回数: 41, 単位面積当りの出現回数: 0.36, vの平均: 0.89
Link ID: _y774, 出現回数: 150, 単位面積当りの出現回数: 0.34, vの平均: 0.83
Link ID: _y570, 出現回数: 47, 単位面積当りの出現回数: 0.33, vの平均: 0.73
Link ID: _y1042, 出現回数: 81, 単位面積当りの出現回数: 0.33, vの平均: 0.80
Link ID: _y013, 出現回数: 235, 単位面積当りの出現回数: 0.33, vの平均: 1.02
Link ID: _y331, 出現回数: 105, 単位面積当りの出現回数: 0.33, vの平均: 0.86
Link ID: _y201, 出現回数: 49, 単位面積当りの出現回数: 0.33, vの平均: 1.00
Link ID: _y548, 出現回数: 254, 単位面積当りの出現回数: 0.32, vの平均: 0.94
Link ID: _y1076, 出現回数: 100, 単位面積当りの出現回数: 0.32, vの平均: 0.88
Link ID: _y217, 出現回数: 21, 単位面積当りの出現回数: 0.32, vの平均: 0.72
Link ID: _y408, 出現回数: 99, 単位面積当りの出現回数: 0.31, vの平均: 0.87
Link ID: _y348, 出現回数: 15, 単位面積当りの出現回数: 0.30, vの平均: 0.94
Link ID: _y519, 出現回数: 24, 単位面積当りの出現回数: 0.30, vの平均: 0.97
Link ID: _y239, 出現回数: 15, 単位面積当りの出現回数: 0.30, vの平均: 0.41
Link ID: _y341, 出現回数: 427, 単位面積当りの出現回数: 0.30, vの平均: 1.02
Link ID: _y149, 出現回数: 12, 単位面積当りの出現回数: 0.29, vの平均: 1.01
Link ID: _y191, 出現回数: 199, 単位面積当りの出現回数: 0.29, vの平均: 0.89
Link ID: _y512, 出現回数: 14, 単位面積当りの出現回数: 0.29, vの平均: 1.01
Link ID: _y470, 出現回数: 52, 単位面積当りの出現回数: 0.29, vの平均: 0.71
Link ID: _y1112, 出現回数: 96, 単位面積当りの出現回数: 0.28, vの平均: 0.93
Link ID: _y295, 出現回数: 82, 単位面積当りの出現回数: 0.28, vの平均: 0.83
Link ID: _y701, 出現回数: 39, 単位面積当りの出現回数: 0.26, vの平均: 1.02
Link ID: _y607, 出現回数: 12, 単位面積当りの出現回数: 0.26, vの平均: 0.67
Link ID: _y589, 出現回数: 31, 単位面積当りの出現回数: 0.25, vの平均: 0.92
Link ID: _y901, 出現回数: 28, 単位面積当りの出現回数: 0.25, vの平均: 0.87
Link ID: _y942, 出現回数: 24, 単位面積当りの出現回数: 0.25, vの平均: 1.02
Link ID: _y195, 出現回数: 4, 単位面積当りの出現回数: 0.24, vの平均: 0.74
Link ID: _y741, 出現回数: 132, 単位面積当りの出現回数: 0.24, vの平均: 0.83
Link ID: _y931, 出現回数: 78, 単位面積当りの出現回数: 0.24, vの平均: 0.90
Link ID: _y678, 出現回数: 17, 単位面積当りの出現回数: 0.23, vの平均: 1.02
Link ID: _y858, 出現回数: 27, 単位面積当りの出現回数: 0.23, vの平均: 0.80
Link ID: _y328, 出現回数: 21, 単位面積当りの出現回数: 0.23, vの平均: 1.00
Link ID: _y731, 出現回数: 27, 単位面積当りの出現回数: 0.23, vの平均: 0.82
Link ID: _y728, 出現回数: 127, 単位面積当りの出現回数: 0.22, vの平均: 0.82
Link ID: _y580, 出現回数: 68, 単位面積当りの出現回数: 0.22, vの平均: 0.90
Link ID: _y154, 出現回数: 11, 単位面積当りの出現回数: 0.22, vの平均: 0.36
Link ID: _y538, 出現回数: 36, 単位面積当りの出現回数: 0.22, vの平均: 0.84
Link ID: _y637, 出現回数: 20, 単位面積当りの出現回数: 0.22, vの平均: 0.92
Link ID: _y1110, 出現回数: 10, 単位面積当りの出現回数: 0.20, vの平均: 1.01
Link ID: _y669, 出現回数: 11, 単位面積当りの出現回数: 0.20, vの平均: 1.01
Link ID: _y765, 出現回数: 13, 単位面積当りの出現回数: 0.20, vの平均: 1.02
Link ID: _y242, 出現回数: 12, 単位面積当りの出現回数: 0.20, vの平均: 0.75
Link ID: _y387, 出現回数: 192, 単位面積当りの出現回数: 0.20, vの平均: 0.94
Link ID: _y351, 出現回数: 55, 単位面積当りの出現回数: 0.19, vの平均: 0.89
Link ID: _y353, 出現回数: 55, 単位面積当りの出現回数: 0.19, vの平均: 0.89
Link ID: _y287, 出現回数: 31, 単位面積当りの出現回数: 0.19, vの平均: 0.91
Link ID: _y249, 出現回数: 3, 単位面積当りの出現回数: 0.18, vの平均: 0.98
Link ID: _y027, 出現回数: 38, 単位面積当りの出現回数: 0.17, vの平均: 1.01
Link ID: _y246, 出現回数: 8, 単位面積当りの出現回数: 0.17, vの平均: 0.88
Link ID: _y332, 出現回数: 343, 単位面積当りの出現回数: 0.16, vの平均: 1.02
Link ID: _y167, 出現回数: 55, 単位面積当りの出現回数: 0.16, vの平均: 0.94
Link ID: _y219, 出現回数: 37, 単位面積当りの出現回数: 0.16, vの平均: 1.02
Link ID: _y089, 出現回数: 3, 単位面積当りの出現回数: 0.15, vの平均: 0.98
Link ID: _y221, 出現回数: 40, 単位面積当りの出現回数: 0.15, vの平均: 1.02
Link ID: _y073, 出現回数: 22, 単位面積当りの出現回数: 0.15, vの平均: 1.02
Link ID: _y216, 出現回数: 8, 単位面積当りの出現回数: 0.15, vの平均: 0.88
Link ID: _y250, 出現回数: 2, 単位面積当りの出現回数: 0.15, vの平均: 0.98
Link ID: _y767, 出現回数: 40, 単位面積当りの出現回数: 0.14, vの平均: 0.89
Link ID: _y192, 出現回数: 73, 単位面積当りの出現回数: 0.14, vの平均: 0.96
Link ID: _y591, 出現回数: 38, 単位面積当りの出現回数: 0.13, vの平均: 1.02
Link ID: _y339, 出現回数: 33, 単位面積当りの出現回数: 0.13, vの平均: 1.01
Link ID: _y245, 出現回数: 3, 単位面積当りの出現回数: 0.12, vの平均: 0.98
Link ID: _y314, 出現回数: 44, 単位面積当りの出現回数: 0.12, vの平均: 0.92
Link ID: _y176, 出現回数: 93, 単位面積当りの出現回数: 0.12, vの平均: 0.92
Link ID: _y212, 出現回数: 7, 単位面積当りの出現回数: 0.12, vの平均: 1.02
Link ID: _y511, 出現回数: 15, 単位面積当りの出現回数: 0.11, vの平均: 1.01
Link ID: _y103, 出現回数: 50, 単位面積当りの出現回数: 0.10, vの平均: 1.01
Link ID: _y237, 出現回数: 6, 単位面積当りの出現回数: 0.10, vの平均: 0.49
Link ID: _y178, 出現回数: 1, 単位面積当りの出現回数: 0.09, vの平均: 0.98
Link ID: _y000, 出現回数: 27, 単位面積当りの出現回数: 0.09, vの平均: 1.02
Link ID: _y308, 出現回数: 16, 単位面積当りの出現回数: 0.09, vの平均: 1.01
Link ID: _y174, 出現回数: 5, 単位面積当りの出現回数: 0.08, vの平均: 1.01
Link ID: _y545, 出現回数: 12, 単位面積当りの出現回数: 0.07, vの平均: 1.01
Link ID: _y316, 出現回数: 20, 単位面積当りの出現回数: 0.07, vの平均: 0.91
Link ID: _y046, 出現回数: 13, 単位面積当りの出現回数: 0.07, vの平均: 1.00
Link ID: _y104, 出現回数: 15, 単位面積当りの出現回数: 0.07, vの平均: 1.01
Link ID: _y710, 出現回数: 36, 単位面積当りの出現回数: 0.07, vの平均: 0.90
Link ID: _y766, 出現回数: 21, 単位面積当りの出現回数: 0.07, vの平均: 0.97
Link ID: _y650, 出現回数: 2, 単位面積当りの出現回数: 0.06, vの平均: 1.00
Link ID: _y771, 出現回数: 16, 単位面積当りの出現回数: 0.06, vの平均: 0.95
Link ID: _y177, 出現回数: 12, 単位面積当りの出現回数: 0.06, vの平均: 1.00
Link ID: _y096, 出現回数: 36, 単位面積当りの出現回数: 0.06, vの平均: 1.01
Link ID: _y342, 出現回数: 3, 単位面積当りの出現回数: 0.05, vの平均: 1.01
Link ID: _y241, 出現回数: 1, 単位面積当りの出現回数: 0.04, vの平均: 0.98
Link ID: _y165, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 1.00
Link ID: _y015, 出現回数: 9, 単位面積当りの出現回数: 0.04, vの平均: 1.02
Link ID: _y520, 出現回数: 18, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y424, 出現回数: 3, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y439, 出現回数: 3, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y155, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 0.98
Link ID: _y233, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 0.49
Link ID: _y346, 出現回数: 10, 単位面積当りの出現回数: 0.04, vの平均: 1.02
Link ID: _y187, 出現回数: 5, 単位面積当りの出現回数: 0.03, vの平均: 1.01
Link ID: _y361, 出現回数: 45, 単位面積当りの出現回数: 0.03, vの平均: 1.01
Link ID: _y088, 出現回数: 5, 単位面積当りの出現回数: 0.03, vの平均: 1.02
Link ID: _y025, 出現回数: 4, 単位面積当りの出現回数: 0.03, vの平均: 1.00
Link ID: _y243, 出現回数: 2, 単位面積当りの出現回数: 0.03, vの平均: 1.00
Link ID: _y083, 出現回数: 9, 単位面積当りの出現回数: 0.02, vの平均: 1.00
Link ID: _y329, 出現回数: 74, 単位面積当りの出現回数: 0.02, vの平均: 1.02
Link ID: _y357, 出現回数: 25, 単位面積当りの出現回数: 0.02, vの平均: 1.01
Link ID: _y742, 出現回数: 5, 単位面積当りの出現回数: 0.01, vの平均: 1.01
Link ID: _y068, 出現回数: 1, 単位面積当りの出現回数: 0.01, vの平均: 0.98
Link ID: _y349, 出現回数: 12, 単位面積当りの出現回数: 0.01, vの平均: 1.02
