Link ID: _y621, 出現回数: 2635, 単位面積当りの出現回数: 38.83, vの平均: 0.42
Link ID: _y022, 出現回数: 84, 単位面積当りの出現回数: 0.70, vの平均: 1.02
Link ID: _y730, 出現回数: 64, 単位面積当りの出現回数: 0.69, vの平均: 1.00
Link ID: _y546, 出現回数: 88, 単位面積当りの出現回数: 0.68, vの平均: 1.02
Link ID: _y423, 出現回数: 75, 単位面積当りの出現回数: 0.67, vの平均: 1.02
Link ID: _y305, 出現回数: 41, 単位面積当りの出現回数: 0.66, vの平均: 1.02
Link ID: _y475, 出現回数: 148, 単位面積当りの出現回数: 0.66, vの平均: 1.02
Link ID: _y444, 出現回数: 291, 単位面積当りの出現回数: 0.66, vの平均: 1.02
Link ID: _y751, 出現回数: 304, 単位面積当りの出現回数: 0.64, vの平均: 1.02
Link ID: _y955, 出現回数: 287, 単位面積当りの出現回数: 0.64, vの平均: 0.90
Link ID: _y501, 出現回数: 31, 単位面積当りの出現回数: 0.64, vの平均: 0.85
Link ID: _y909, 出現回数: 518, 単位面積当りの出現回数: 0.63, vの平均: 0.96
Link ID: _y932, 出現回数: 1043, 単位面積当りの出現回数: 0.63, vの平均: 0.91
Link ID: _y425, 出現回数: 531, 単位面積当りの出現回数: 0.63, vの平均: 1.02
Link ID: _y856, 出現回数: 119, 単位面積当りの出現回数: 0.63, vの平均: 0.98
Link ID: _y775, 出現回数: 76, 単位面積当りの出現回数: 0.62, vの平均: 1.01
Link ID: _y457, 出現回数: 67, 単位面積当りの出現回数: 0.61, vの平均: 1.02
Link ID: _y853, 出現回数: 88, 単位面積当りの出現回数: 0.61, vの平均: 1.02
Link ID: _y612, 出現回数: 44, 単位面積当りの出現回数: 0.61, vの平均: 0.97
Link ID: _y168, 出現回数: 108, 単位面積当りの出現回数: 0.61, vの平均: 0.92
Link ID: _y018, 出現回数: 91, 単位面積当りの出現回数: 0.61, vの平均: 0.99
Link ID: _y607, 出現回数: 28, 単位面積当りの出現回数: 0.60, vの平均: 0.55
Link ID: _y418, 出現回数: 47, 単位面積当りの出現回数: 0.59, vの平均: 0.77
Link ID: _y947, 出現回数: 27, 単位面積当りの出現回数: 0.59, vの平均: 0.71
Link ID: _y780, 出現回数: 264, 単位面積当りの出現回数: 0.58, vの平均: 1.02
Link ID: _y383, 出現回数: 72, 単位面積当りの出現回数: 0.58, vの平均: 1.02
Link ID: _y515, 出現回数: 51, 単位面積当りの出現回数: 0.58, vの平均: 0.99
Link ID: _y525, 出現回数: 494, 単位面積当りの出現回数: 0.58, vの平均: 0.90
Link ID: _y557, 出現回数: 222, 単位面積当りの出現回数: 0.57, vの平均: 0.89
Link ID: _y762, 出現回数: 84, 単位面積当りの出現回数: 0.56, vの平均: 0.99
Link ID: _y404, 出現回数: 74, 単位面積当りの出現回数: 0.56, vの平均: 0.88
Link ID: _y734, 出現回数: 50, 単位面積当りの出現回数: 0.56, vの平均: 0.86
Link ID: _y625, 出現回数: 158, 単位面積当りの出現回数: 0.55, vの平均: 0.88
Link ID: _y508, 出現回数: 97, 単位面積当りの出現回数: 0.54, vの平均: 0.92
Link ID: _y1127, 出現回数: 131, 単位面積当りの出現回数: 0.54, vの平均: 0.88
Link ID: _y1134, 出現回数: 135, 単位面積当りの出現回数: 0.54, vの平均: 0.93
Link ID: _y1120, 出現回数: 181, 単位面積当りの出現回数: 0.53, vの平均: 0.95
Link ID: _y860, 出現回数: 315, 単位面積当りの出現回数: 0.53, vの平均: 0.99
Link ID: _y401, 出現回数: 58, 単位面積当りの出現回数: 0.53, vの平均: 0.78
Link ID: _y091, 出現回数: 149, 単位面積当りの出現回数: 0.53, vの平均: 1.01
Link ID: _y1195, 出現回数: 216, 単位面積当りの出現回数: 0.52, vの平均: 0.92
Link ID: _y1136, 出現回数: 144, 単位面積当りの出現回数: 0.52, vの平均: 0.88
Link ID: _y1115, 出現回数: 180, 単位面積当りの出現回数: 0.52, vの平均: 0.99
Link ID: _y503, 出現回数: 83, 単位面積当りの出現回数: 0.52, vの平均: 0.97
Link ID: _y740, 出現回数: 134, 単位面積当りの出現回数: 0.51, vの平均: 0.82
Link ID: _y517, 出現回数: 121, 単位面積当りの出現回数: 0.50, vの平均: 0.81
Link ID: _y787, 出現回数: 151, 単位面積当りの出現回数: 0.50, vの平均: 1.01
Link ID: _y247, 出現回数: 2, 単位面積当りの出現回数: 0.49, vの平均: 0.98
Link ID: _y769, 出現回数: 138, 単位面積当りの出現回数: 0.49, vの平均: 0.80
Link ID: _y890, 出現回数: 291, 単位面積当りの出現回数: 0.49, vの平均: 0.92
Link ID: _y760, 出現回数: 34, 単位面積当りの出現回数: 0.47, vの平均: 1.02
Link ID: _y541, 出現回数: 456, 単位面積当りの出現回数: 0.47, vの平均: 0.93
Link ID: _y576, 出現回数: 40, 単位面積当りの出現回数: 0.46, vの平均: 1.02
Link ID: _y865, 出現回数: 43, 単位面積当りの出現回数: 0.46, vの平均: 0.93
Link ID: _y350, 出現回数: 31, 単位面積当りの出現回数: 0.45, vの平均: 1.02
Link ID: _y959, 出現回数: 36, 単位面積当りの出現回数: 0.44, vの平均: 0.82
Link ID: _y858, 出現回数: 52, 単位面積当りの出現回数: 0.44, vの平均: 0.86
Link ID: _y388, 出現回数: 206, 単位面積当りの出現回数: 0.43, vの平均: 0.92
Link ID: _y472, 出現回数: 162, 単位面積当りの出現回数: 0.43, vの平均: 1.01
Link ID: _y164, 出現回数: 46, 単位面積当りの出現回数: 0.43, vの平均: 0.92
Link ID: _y741, 出現回数: 231, 単位面積当りの出現回数: 0.42, vの平均: 1.02
Link ID: _y956, 出現回数: 395, 単位面積当りの出現回数: 0.42, vの平均: 0.87
Link ID: _y772, 出現回数: 188, 単位面積当りの出現回数: 0.41, vの平均: 0.82
Link ID: _y784, 出現回数: 145, 単位面積当りの出現回数: 0.40, vの平均: 0.83
Link ID: _y470, 出現回数: 72, 単位面積当りの出現回数: 0.40, vの平均: 0.68
Link ID: _y476, 出現回数: 73, 単位面積当りの出現回数: 0.39, vの平均: 1.02
Link ID: _y191, 出現回数: 264, 単位面積当りの出現回数: 0.39, vの平均: 0.77
Link ID: _y650, 出現回数: 12, 単位面積当りの出現回数: 0.39, vの平均: 0.67
Link ID: _y502, 出現回数: 179, 単位面積当りの出現回数: 0.39, vの平均: 0.95
Link ID: _y696, 出現回数: 186, 単位面積当りの出現回数: 0.38, vの平均: 0.96
Link ID: _y613, 出現回数: 37, 単位面積当りの出現回数: 0.38, vの平均: 1.02
Link ID: _y624, 出現回数: 126, 単位面積当りの出現回数: 0.38, vの平均: 0.87
Link ID: _y549, 出現回数: 50, 単位面積当りの出現回数: 0.38, vの平均: 1.02
Link ID: _y1182, 出現回数: 424, 単位面積当りの出現回数: 0.38, vの平均: 1.00
Link ID: _y596, 出現回数: 273, 単位面積当りの出現回数: 0.38, vの平均: 0.99
Link ID: _y360, 出現回数: 138, 単位面積当りの出現回数: 0.37, vの平均: 1.01
Link ID: _y270, 出現回数: 25, 単位面積当りの出現回数: 0.36, vの平均: 1.02
Link ID: _y443, 出現回数: 46, 単位面積当りの出現回数: 0.36, vの平均: 1.02
Link ID: _y471, 出現回数: 266, 単位面積当りの出現回数: 0.36, vの平均: 1.02
Link ID: _y013, 出現回数: 256, 単位面積当りの出現回数: 0.36, vの平均: 0.99
Link ID: _y294, 出現回数: 18, 単位面積当りの出現回数: 0.35, vの平均: 0.91
Link ID: _y774, 出現回数: 150, 単位面積当りの出現回数: 0.34, vの平均: 0.83
Link ID: _y244, 出現回数: 15, 単位面積当りの出現回数: 0.34, vの平均: 0.46
Link ID: _y023, 出現回数: 293, 単位面積当りの出現回数: 0.33, vの平均: 0.86
Link ID: _y906, 出現回数: 105, 単位面積当りの出現回数: 0.33, vの平均: 1.02
Link ID: _y684, 出現回数: 36, 単位面積当りの出現回数: 0.33, vの平均: 0.99
Link ID: _y1042, 出現回数: 78, 単位面積当りの出現回数: 0.32, vの平均: 0.80
Link ID: _y484, 出現回数: 182, 単位面積当りの出現回数: 0.32, vの平均: 1.02
Link ID: _y447, 出現回数: 26, 単位面積当りの出現回数: 0.32, vの平均: 1.02
Link ID: _y262, 出現回数: 172, 単位面積当りの出現回数: 0.31, vの平均: 0.94
Link ID: _y253, 出現回数: 2, 単位面積当りの出現回数: 0.30, vの平均: 0.49
Link ID: _y555, 出現回数: 135, 単位面積当りの出現回数: 0.30, vの平均: 0.87
Link ID: _y866, 出現回数: 214, 単位面積当りの出現回数: 0.30, vの平均: 0.71
Link ID: _y538, 出現回数: 48, 単位面積当りの出現回数: 0.29, vの平均: 0.76
Link ID: _y300, 出現回数: 115, 単位面積当りの出現回数: 0.29, vの平均: 0.98
Link ID: _y309, 出現回数: 351, 単位面積当りの出現回数: 0.29, vの平均: 0.92
Link ID: _y248, 出現回数: 18, 単位面積当りの出現回数: 0.29, vの平均: 0.73
Link ID: _y942, 出現回数: 28, 単位面積当りの出現回数: 0.29, vの平均: 1.02
Link ID: _y258, 出現回数: 72, 単位面積当りの出現回数: 0.29, vの平均: 1.01
Link ID: _y703, 出現回数: 85, 単位面積当りの出現回数: 0.28, vの平均: 0.90
Link ID: _y931, 出現回数: 92, 単位面積当りの出現回数: 0.28, vの平均: 0.89
Link ID: _y331, 出現回数: 90, 単位面積当りの出現回数: 0.28, vの平均: 0.90
Link ID: _y637, 出現回数: 25, 単位面積当りの出現回数: 0.27, vの平均: 0.88
Link ID: _y394, 出現回数: 285, 単位面積当りの出現回数: 0.27, vの平均: 0.92
Link ID: _y654, 出現回数: 51, 単位面積当りの出現回数: 0.26, vの平均: 0.85
Link ID: _y498, 出現回数: 38, 単位面積当りの出現回数: 0.26, vの平均: 0.91
Link ID: _y268, 出現回数: 137, 単位面積当りの出現回数: 0.25, vの平均: 0.92
Link ID: _y297, 出現回数: 16, 単位面積当りの出現回数: 0.25, vの平均: 1.02
Link ID: _y238, 出現回数: 60, 単位面積当りの出現回数: 0.25, vの平均: 0.88
Link ID: _y201, 出現回数: 37, 単位面積当りの出現回数: 0.25, vの平均: 1.01
Link ID: _y239, 出現回数: 12, 単位面積当りの出現回数: 0.24, vの平均: 0.68
Link ID: _y757, 出現回数: 15, 単位面積当りの出現回数: 0.24, vの平均: 0.81
Link ID: _y548, 出現回数: 183, 単位面積当りの出現回数: 0.23, vの平均: 0.97
Link ID: _y754, 出現回数: 15, 単位面積当りの出現回数: 0.23, vの平均: 0.81
Link ID: _y1113, 出現回数: 25, 単位面積当りの出現回数: 0.23, vの平均: 0.89
Link ID: _y241, 出現回数: 5, 単位面積当りの出現回数: 0.22, vの平均: 0.79
Link ID: _y1111, 出現回数: 117, 単位面積当りの出現回数: 0.22, vの平均: 0.96
Link ID: _y359, 出現回数: 60, 単位面積当りの出現回数: 0.22, vの平均: 0.88
Link ID: _y256, 出現回数: 18, 単位面積当りの出現回数: 0.22, vの平均: 1.02
Link ID: _y763, 出現回数: 68, 単位面積当りの出現回数: 0.21, vの平均: 0.90
Link ID: _y485, 出現回数: 706, 単位面積当りの出現回数: 0.21, vの平均: 1.01
Link ID: _y387, 出現回数: 193, 単位面積当りの出現回数: 0.20, vの平均: 0.96
Link ID: _y072, 出現回数: 19, 単位面積当りの出現回数: 0.20, vの平均: 1.02
Link ID: _y487, 出現回数: 203, 単位面積当りの出現回数: 0.20, vの平均: 0.98
Link ID: _y514, 出現回数: 83, 単位面積当りの出現回数: 0.20, vの平均: 0.92
Link ID: _y328, 出現回数: 18, 単位面積当りの出現回数: 0.19, vの平均: 1.02
Link ID: _y788, 出現回数: 711, 単位面積当りの出現回数: 0.19, vの平均: 1.01
Link ID: _y195, 出現回数: 3, 単位面積当りの出現回数: 0.18, vの平均: 0.98
Link ID: _y477, 出現回数: 92, 単位面積当りの出現回数: 0.18, vの平均: 0.90
Link ID: _y442, 出現回数: 40, 単位面積当りの出現回数: 0.18, vの平均: 0.99
Link ID: _y1116, 出現回数: 7, 単位面積当りの出現回数: 0.17, vの平均: 1.02
Link ID: _y208, 出現回数: 5, 単位面積当りの出現回数: 0.17, vの平均: 1.02
Link ID: _y729, 出現回数: 22, 単位面積当りの出現回数: 0.17, vの平均: 1.02
Link ID: _y675, 出現回数: 45, 単位面積当りの出現回数: 0.16, vの平均: 0.88
Link ID: _y317, 出現回数: 45, 単位面積当りの出現回数: 0.16, vの平均: 0.97
Link ID: _y785, 出現回数: 13, 単位面積当りの出現回数: 0.15, vの平均: 1.02
Link ID: _y340, 出現回数: 9, 単位面積当りの出現回数: 0.15, vの平均: 0.90
Link ID: _y789, 出現回数: 43, 単位面積当りの出現回数: 0.14, vの平均: 0.87
Link ID: _y073, 出現回数: 20, 単位面積当りの出現回数: 0.14, vの平均: 1.02
Link ID: _y242, 出現回数: 8, 単位面積当りの出現回数: 0.13, vの平均: 0.86
Link ID: _y332, 出現回数: 278, 単位面積当りの出現回数: 0.13, vの平均: 1.02
Link ID: _y165, 出現回数: 6, 単位面積当りの出現回数: 0.13, vの平均: 1.00
Link ID: _y1118, 出現回数: 47, 単位面積当りの出現回数: 0.13, vの平均: 1.02
Link ID: _y771, 出現回数: 34, 単位面積当りの出現回数: 0.13, vの平均: 0.90
Link ID: _y221, 出現回数: 33, 単位面積当りの出現回数: 0.13, vの平均: 1.02
Link ID: _y246, 出現回数: 6, 単位面積当りの出現回数: 0.12, vの平均: 1.00
Link ID: _y353, 出現回数: 36, 単位面積当りの出現回数: 0.12, vの平均: 0.90
Link ID: _y149, 出現回数: 5, 単位面積当りの出現回数: 0.12, vの平均: 1.01
Link ID: _y348, 出現回数: 6, 単位面積当りの出現回数: 0.12, vの平均: 1.02
Link ID: _y217, 出現回数: 8, 単位面積当りの出現回数: 0.12, vの平均: 0.88
Link ID: _y738, 出現回数: 70, 単位面積当りの出現回数: 0.12, vの平均: 0.94
Link ID: _y161, 出現回数: 1, 単位面積当りの出現回数: 0.12, vの平均: 0.52
Link ID: _y167, 出現回数: 40, 単位面積当りの出現回数: 0.12, vの平均: 0.99
Link ID: _y437, 出現回数: 51, 単位面積当りの出現回数: 0.12, vの平均: 1.00
Link ID: _y063, 出現回数: 3, 単位面積当りの出現回数: 0.11, vの平均: 1.02
Link ID: _y744, 出現回数: 60, 単位面積当りの出現回数: 0.11, vの平均: 0.98
Link ID: _y690, 出現回数: 30, 単位面積当りの出現回数: 0.11, vの平均: 0.98
Link ID: _y341, 出現回数: 152, 単位面積当りの出現回数: 0.11, vの平均: 1.02
Link ID: _y069, 出現回数: 8, 単位面積当りの出現回数: 0.10, vの平均: 1.01
Link ID: _y710, 出現回数: 55, 単位面積当りの出現回数: 0.10, vの平均: 0.90
Link ID: _y385, 出現回数: 64, 単位面積当りの出現回数: 0.10, vの平均: 1.00
Link ID: _y1076, 出現回数: 31, 単位面積当りの出現回数: 0.10, vの平均: 0.92
Link ID: _y779, 出現回数: 26, 単位面積当りの出現回数: 0.10, vの平均: 1.02
Link ID: _y027, 出現回数: 22, 単位面積当りの出現回数: 0.10, vの平均: 1.01
Link ID: _y178, 出現回数: 1, 単位面積当りの出現回数: 0.09, vの平均: 0.98
Link ID: _y219, 出現回数: 21, 単位面積当りの出現回数: 0.09, vの平均: 1.02
Link ID: _y284, 出現回数: 40, 単位面積当りの出現回数: 0.09, vの平均: 0.94
Link ID: _y308, 出現回数: 16, 単位面積当りの出現回数: 0.09, vの平均: 1.01
Link ID: _y254, 出現回数: 1, 単位面積当りの出現回数: 0.09, vの平均: 0.98
Link ID: _y192, 出現回数: 44, 単位面積当りの出現回数: 0.08, vの平均: 1.01
Link ID: _y667, 出現回数: 20, 単位面積当りの出現回数: 0.08, vの平均: 0.91
Link ID: _y1110, 出現回数: 4, 単位面積当りの出現回数: 0.08, vの平均: 1.01
Link ID: _y314, 出現回数: 29, 単位面積当りの出現回数: 0.08, vの平均: 1.02
Link ID: _y325, 出現回数: 8, 単位面積当りの出現回数: 0.07, vの平均: 1.01
Link ID: _y1112, 出現回数: 25, 単位面積当りの出現回数: 0.07, vの平均: 0.98
Link ID: _y176, 出現回数: 56, 単位面積当りの出現回数: 0.07, vの平均: 0.94
Link ID: _y000, 出現回数: 21, 単位面積当りの出現回数: 0.07, vの平均: 1.01
Link ID: _y767, 出現回数: 20, 単位面積当りの出現回数: 0.07, vの平均: 0.96
Link ID: _y280, 出現回数: 20, 単位面積当りの出現回数: 0.07, vの平均: 0.96
Link ID: _y252, 出現回数: 1, 単位面積当りの出現回数: 0.07, vの平均: 0.98
Link ID: _y728, 出現回数: 38, 単位面積当りの出現回数: 0.07, vの平均: 1.02
Link ID: _y727, 出現回数: 6, 単位面積当りの出現回数: 0.07, vの平均: 1.02
Link ID: _y174, 出現回数: 4, 単位面積当りの出現回数: 0.07, vの平均: 1.01
Link ID: _y237, 出現回数: 4, 単位面積当りの出現回数: 0.06, vの平均: 0.49
Link ID: _y187, 出現回数: 10, 単位面積当りの出現回数: 0.06, vの平均: 1.01
Link ID: _y351, 出現回数: 18, 単位面積当りの出現回数: 0.06, vの平均: 0.96
Link ID: _y025, 出現回数: 8, 単位面積当りの出現回数: 0.06, vの平均: 1.00
Link ID: _y154, 出現回数: 3, 単位面積当りの出現回数: 0.06, vの平均: 0.98
Link ID: _y287, 出現回数: 10, 単位面積当りの出現回数: 0.06, vの平均: 1.01
Link ID: _y507, 出現回数: 12, 単位面積当りの出現回数: 0.06, vの平均: 0.95
Link ID: _y520, 出現回数: 24, 単位面積当りの出現回数: 0.06, vの平均: 1.01
Link ID: _y318, 出現回数: 15, 単位面積当りの出現回数: 0.05, vの平均: 0.95
Link ID: _y089, 出現回数: 1, 単位面積当りの出現回数: 0.05, vの平均: 0.98
Link ID: _y731, 出現回数: 6, 単位面積当りの出現回数: 0.05, vの平均: 1.00
Link ID: _y275, 出現回数: 22, 単位面積当りの出現回数: 0.05, vの平均: 1.02
Link ID: _y589, 出現回数: 6, 単位面積当りの出現回数: 0.05, vの平均: 1.02
Link ID: _y046, 出現回数: 9, 単位面積当りの出現回数: 0.05, vの平均: 1.01
Link ID: _y408, 出現回数: 15, 単位面積当りの出現回数: 0.05, vの平均: 1.01
Link ID: _y096, 出現回数: 29, 単位面積当りの出現回数: 0.05, vの平均: 1.01
Link ID: _y339, 出現回数: 11, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y245, 出現回数: 1, 単位面積当りの出現回数: 0.04, vの平均: 0.98
Link ID: _y686, 出現回数: 19, 単位面積当りの出現回数: 0.04, vの平均: 1.02
Link ID: _y155, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 0.98
Link ID: _y852, 出現回数: 4, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y233, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 0.49
Link ID: _y493, 出現回数: 4, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y216, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 1.00
Link ID: _y545, 出現回数: 6, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y669, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 1.00
Link ID: _y504, 出現回数: 2, 単位面積当りの出現回数: 0.04, vの平均: 1.00
Link ID: _y901, 出現回数: 4, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y316, 出現回数: 10, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y761, 出現回数: 10, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y706, 出現回数: 1, 単位面積当りの出現回数: 0.04, vの平均: 1.02
Link ID: _y333, 出現回数: 3, 単位面積当りの出現回数: 0.04, vの平均: 1.01
Link ID: _y212, 出現回数: 2, 単位面積当りの出現回数: 0.03, vの平均: 1.02
Link ID: _y104, 出現回数: 7, 単位面積当りの出現回数: 0.03, vの平均: 1.01
Link ID: _y335, 出現回数: 2, 単位面積当りの出現回数: 0.03, vの平均: 1.02
Link ID: _y765, 出現回数: 2, 単位面積当りの出現回数: 0.03, vの平均: 1.02
Link ID: _y088, 出現回数: 5, 単位面積当りの出現回数: 0.03, vの平均: 1.02
Link ID: _y701, 出現回数: 4, 単位面積当りの出現回数: 0.03, vの平均: 1.02
Link ID: _y177, 出現回数: 5, 単位面積当りの出現回数: 0.02, vの平均: 0.99
Link ID: _y766, 出現回数: 7, 単位面積当りの出現回数: 0.02, vの平均: 1.02
Link ID: _y361, 出現回数: 20, 単位面積当りの出現回数: 0.01, vの平均: 1.02
Link ID: _y015, 出現回数: 3, 単位面積当りの出現回数: 0.01, vの平均: 1.02
Link ID: _y083, 出現回数: 5, 単位面積当りの出現回数: 0.01, vの平均: 1.01
Link ID: _y452, 出現回数: 1, 単位面積当りの出現回数: 0.01, vの平均: 1.02
Link ID: _y329, 出現回数: 34, 単位面積当りの出現回数: 0.01, vの平均: 1.02
Link ID: _y068, 出現回数: 1, 単位面積当りの出現回数: 0.01, vの平均: 0.98
Link ID: _y346, 出現回数: 2, 単位面積当りの出現回数: 0.01, vの平均: 1.02
Link ID: _y349, 出現回数: 6, 単位面積当りの出現回数: 0.00, vの平均: 1.02
Link ID: _y103, 出現回数: 2, 単位面積当りの出現回数: 0.00, vの平均: 0.98
Link ID: _y357, 出現回数: 5, 単位面積当りの出現回数: 0.00, vの平均: 1.01
